,count,key,month,satellite,vis_median,year
88,2253,west-bengal-jalpaiguri,5,F10,2.1176,1993
89,10231,west-bengal-barddhaman,5,F10,1.1176,1993
90,34,west-bengal-north-twenty-four-parganas,6,F10,2.1875,1993
91,24,west-bengal-haora,6,F10,1.6875,1993
92,3515,west-bengal-paschim-medinipur,6,F10,1.1875,1993
93,1095,west-bengal-south-twenty-four-parganas,6,F10,1.1875,1993
94,2653,west-bengal-purba-medinipur,6,F10,1.1875,1993
95,43,west-bengal-south-twenty-four-parganas,7,F10,-4.0000,1993
96,197,west-bengal-paschim-medinipur,7,F10,-3.0000,1993
97,1896,west-bengal-purba-medinipur,7,F10,-3.0000,1993
98,9782,west-bengal-south-twenty-four-parganas,8,F10,0.7273,1993
99,6420,west-bengal-north-twenty-four-parganas,8,F10,0.9524,1993
100,11406,west-bengal-birbhum,8,F10,0.8077,1993
101,11371,west-bengal-murshidabad,8,F10,0.3051,1993
102,17366,west-bengal-purba-medinipur,8,F10,-0.0476,1993
103,10938,west-bengal-barddhaman,8,F10,0.3750,1993
104,8958,west-bengal-dakshin-dinajpur,8,F10,-0.0476,1993
105,6429,west-bengal-jalpaiguri,8,F10,0.7273,1993
106,10568,west-bengal-uttar-dinajpur,8,F10,0.3051,1993
107,3954,west-bengal-haora,8,F10,0.9524,1993
108,8860,west-bengal-koch-bihar,8,F10,0.6327,1993
109,9668,west-bengal-hugli,8,F10,1.6327,1993
110,37946,west-bengal-paschim-medinipur,8,F10,0.3051,1993
111,6852,west-bengal-nadia,8,F10,0.3750,1993
112,8500,west-bengal-maldah,8,F10,-0.1923,1993
113,12405,west-bengal-puruliya,8,F10,0.7273,1993
114,19077,west-bengal-bankura,8,F10,0.3051,1993
115,5268,west-bengal-darjiling,8,F10,1.8077,1993
116,10680,west-bengal-maldah,9,F10,-0.1940,1993
117,14012,west-bengal-uttar-dinajpur,9,F10,-0.1940,1993
118,9426,west-bengal-nadia,9,F10,0.5405,1993
119,3712,west-bengal-haora,9,F10,1.1200,1993
120,11295,west-bengal-dakshin-dinajpur,9,F10,-0.5082,1993
121,15300,west-bengal-purba-medinipur,9,F10,-0.1940,1993
122,12327,west-bengal-south-twenty-four-parganas,9,F10,0.1200,1993
123,11295,west-bengal-north-twenty-four-parganas,9,F10,0.1200,1993
124,7772,west-bengal-jalpaiguri,9,F10,0.4918,1993
125,10915,west-bengal-koch-bihar,9,F10,-0.4762,1993
126,12594,west-bengal-barddhaman,9,F10,0.8088,1993
127,13583,west-bengal-bankura,9,F10,0.4918,1993
128,11767,west-bengal-puruliya,9,F10,-0.4595,1993
129,28886,west-bengal-paschim-medinipur,9,F10,-0.8800,1993
130,12849,west-bengal-murshidabad,9,F10,0.0357,1993
131,13505,west-bengal-birbhum,9,F10,0.3833,1993
132,7085,west-bengal-darjiling,9,F10,1.4918,1993
133,10182,west-bengal-hugli,9,F10,1.5405,1993
134,36233,west-bengal-maldah,10,F10,-0.9681,1993
135,35301,west-bengal-uttar-dinajpur,10,F10,-1.1648,1993
136,25652,west-bengal-koch-bihar,10,F10,-0.7910,1993
137,102475,west-bengal-paschim-medinipur,10,F10,-1.5172,1993
138,43254,west-bengal-barddhaman,10,F10,0.0319,1993
139,27982,west-bengal-hugli,10,F10,0.1098,1993
140,57352,west-bengal-bankura,10,F10,-0.8395,1993
141,9580,west-bengal-haora,10,F10,-0.6406,1993
142,43616,west-bengal-puruliya,10,F10,-1.4105,1993
143,40259,west-bengal-purba-medinipur,10,F10,-1.4105,1993
144,43670,west-bengal-birbhum,10,F10,-0.5172,1993
145,14566,west-bengal-darjiling,10,F10,0.1098,1993
146,21383,west-bengal-nadia,10,F10,-0.6406,1993
147,23222,west-bengal-south-twenty-four-parganas,10,F10,-0.9419,1993
148,34624,west-bengal-dakshin-dinajpur,10,F10,-0.9681,1993
149,19497,west-bengal-north-twenty-four-parganas,10,F10,-0.6818,1993
150,36540,west-bengal-murshidabad,10,F10,-0.6667,1993
151,16335,west-bengal-jalpaiguri,10,F10,-0.6818,1993
152,59520,west-bengal-barddhaman,11,F10,0.1383,1993
153,59299,west-bengal-puruliya,11,F10,-0.8636,1993
154,87922,west-bengal-bankura,11,F10,-0.6947,1993
155,36548,west-bengal-maldah,11,F10,-0.8750,1993
156,26291,west-bengal-koch-bihar,11,F10,-0.9140,1993
157,184573,west-bengal-paschim-medinipur,11,F10,-0.8644,1993
158,17332,west-bengal-jalpaiguri,11,F10,-0.8750,1993
