,count,key,month,satellite,vis_median,year
239,3208,tamilnadu-tirunelveli,8,F10,1.2034,1993
240,3007,tamilnadu-salem,8,F10,2.8077,1993
241,2291,tamilnadu-tiruchirappalli,8,F10,2.8077,1993
242,3054,tamilnadu-virudhunagar,8,F10,0.3051,1993
243,2965,tamilnadu-krishnagiri,8,F10,1.3051,1993
244,932,tamilnadu-coimbatore,8,F10,3.1333,1993
245,3504,tamilnadu-sivaganga,8,F10,0.9524,1993
246,2007,tamilnadu-erode,8,F10,3.1333,1993
247,3939,tamilnadu-dharmapuri,8,F10,0.2034,1993
248,2644,tamilnadu-erode,9,F10,0.7097,1993
249,3320,tamilnadu-ramanathapuram,9,F10,-0.4000,1993
250,5451,tamilnadu-virudhunagar,9,F10,0.1719,1993
251,538,tamilnadu-theni,9,F10,-0.4000,1993
252,10637,tamilnadu-thanjavur,9,F10,-0.4000,1993
253,1219,tamilnadu-perambalur,9,F10,-0.4561,1993
254,6894,tamilnadu-thiruvarur,9,F10,-0.1912,1993
255,4666,tamilnadu-sivaganga,9,F10,-0.1940,1993
256,3501,tamilnadu-krishnagiri,9,F10,0.5405,1993
257,5930,tamilnadu-cuddalore,9,F10,-0.4000,1993
258,9723,tamilnadu-pudukkottai,9,F10,0.0357,1993
259,4129,tamilnadu-salem,9,F10,0.8060,1993
260,4287,tamilnadu-thoothukkudi,9,F10,0.1719,1993
261,1635,tamilnadu-karur,9,F10,0.1864,1993
262,557,tamilnadu-kanniyakumari,9,F10,-0.0465,1993
263,2344,tamilnadu-dindigul,9,F10,-0.8800,1993
264,5840,tamilnadu-nagapattinam,9,F10,-0.4000,1993
265,2010,tamilnadu-tiruppur,9,F10,-0.4000,1993
266,217,tamilnadu-the-nilgiris,9,F10,0.0909,1993
267,4752,tamilnadu-madurai,9,F10,0.0909,1993
268,6076,tamilnadu-vellore,9,F10,0.8060,1993
269,5062,tamilnadu-thiruvallur,9,F10,2.1719,1993
270,2524,tamilnadu-namakkal,9,F10,2.1200,1993
271,4441,tamilnadu-tirunelveli,9,F10,0.6000,1993
272,1718,tamilnadu-ariyalur,9,F10,-1.0465,1993
273,11028,tamilnadu-tiruvannamalai,9,F10,-0.6949,1993
274,1522,tamilnadu-coimbatore,9,F10,-0.4000,1993
275,5790,tamilnadu-dharmapuri,9,F10,0.1200,1993
276,3939,tamilnadu-tiruchirappalli,9,F10,0.4918,1993
277,10993,tamilnadu-kancheepuram,9,F10,-0.6949,1993
278,13253,tamilnadu-viluppuram,9,F10,-0.6949,1993
279,6465,tamilnadu-thiruvarur,10,F10,1.0244,1993
280,2833,tamilnadu-tirunelveli,10,F10,1.4828,1993
281,2279,tamilnadu-ramanathapuram,10,F10,0.0581,1993
282,1900,tamilnadu-ariyalur,10,F10,-0.5172,1993
283,1813,tamilnadu-dindigul,10,F10,-0.4105,1993
284,2570,tamilnadu-erode,10,F10,-0.5918,1993
285,4118,tamilnadu-krishnagiri,10,F10,-0.6406,1993
286,2350,tamilnadu-virudhunagar,10,F10,-0.2857,1993
287,8037,tamilnadu-vellore,10,F10,0.4634,1993
288,11190,tamilnadu-kancheepuram,10,F10,0.4828,1993
289,4751,tamilnadu-dharmapuri,10,F10,-0.6667,1993
290,170,tamilnadu-the-nilgiris,10,F10,-2.0103,1993
291,1078,tamilnadu-coimbatore,10,F10,-0.2857,1993
292,9342,tamilnadu-thanjavur,10,F10,0.3594,1993
293,2570,tamilnadu-thoothukkudi,10,F10,0.1702,1993
294,7013,tamilnadu-pudukkottai,10,F10,0.0244,1993
295,4232,tamilnadu-tiruchirappalli,10,F10,0.1702,1993
296,358,tamilnadu-theni,10,F10,-0.4105,1993
297,4823,tamilnadu-salem,10,F10,0.4082,1993
298,1556,tamilnadu-tiruppur,10,F10,-0.5918,1993
299,1511,tamilnadu-karur,10,F10,-0.5918,1993
300,2935,tamilnadu-madurai,10,F10,0.9714,1993
301,1268,tamilnadu-perambalur,10,F10,-0.5172,1993
302,14040,tamilnadu-viluppuram,10,F10,0.1702,1993
303,2804,tamilnadu-sivaganga,10,F10,0.1702,1993
304,3118,tamilnadu-namakkal,10,F10,0.3594,1993
305,7644,tamilnadu-cuddalore,10,F10,0.3594,1993
306,14160,tamilnadu-tiruvannamalai,10,F10,-0.4105,1993
307,423,tamilnadu-kanniyakumari,10,F10,1.3030,1993
308,6093,tamilnadu-nagapattinam,10,F10,0.9714,1993
309,6399,tamilnadu-thiruvallur,10,F10,1.3077,1993
310,3686,tamilnadu-tirunelveli,11,F10,1.0843,1993
311,551,tamilnadu-kanniyakumari,11,F10,1.6092,1993
312,9603,tamilnadu-thiruvallur,11,F10,1.2921,1993
313,6198,tamilnadu-thiruvarur,11,F10,1.1373,1993
314,7138,tamilnadu-krishnagiri,11,F10,0.0843,1993
315,9577,tamilnadu-pudukkottai,11,F10,0.3333,1993
316,3124,tamilnadu-tiruppur,11,F10,1.0843,1993
317,5775,tamilnadu-nagapattinam,11,F10,1.1383,1993
318,1985,tamilnadu-karur,11,F10,0.3333,1993
319,1944,tamilnadu-perambalur,11,F10,0.0843,1993
320,12358,tamilnadu-vellore,11,F10,0.1356,1993
321,378,tamilnadu-the-nilgiris,11,F10,-0.0105,1993
322,3327,tamilnadu-thoothukkudi,11,F10,0.9895,1993
323,4165,tamilnadu-erode,11,F10,1.3333,1993
324,20507,tamilnadu-viluppuram,11,F10,0.1383,1993
325,2525,tamilnadu-coimbatore,11,F10,0.9895,1993
326,5681,tamilnadu-madurai,11,F10,1.4316,1993
327,2191,tamilnadu-ariyalur,11,F10,0.0843,1993
328,8063,tamilnadu-salem,11,F10,2.0843,1993
329,4499,tamilnadu-virudhunagar,11,F10,0.4316,1993
330,8364,tamilnadu-dharmapuri,11,F10,-0.0105,1993
